Fuel_Level_Percentage,Vehicle_Load_kg,Speed_kmph,Temperature_C,Route_Type,distance
,1304.3,73.1,29.4,Urban,104.81
12.21,687.6,40.7,37.6,Highway,47.92
17.24,2739.1,42.5,35.1,Urban,18.6
17.16,2506.7,71.6,39.3,Rural,45.93
19.43,848.8,50.9,38.6,Highway,87.47
18.19,2441.9,52.1,19.6,Urban,35.58
65.88,2064.6,71.6,22,Urban,161.16
22.28,1522.9,49.4,23,Urban,67.62
37.84,1135.1,60.9,,Highway,188.51
90.19,2649.3,25.1,39.3,Rural,62.37
50.03,2250.5,30.7,29.9,Urban,46.05
68.42,1869.3,44.3,32.4,Urban,103.16
21.37,2023.9,49.7,39.8,Urban,19.23
23.27,727.7,77.9,,Urban,117.45
,1684.8,78.2,16.5,Highway,57.98
21.05,984.3,71.1,29.5,Urban,70.46
31.47,1021,38.9,42.4,Urban,66.01
21.82,2153.3,77.8,38.7,Highway,84.68
13.43,2778.1,61.4,26,Urban,-2.09
16.46,1509.4,43.6,16.9,Urban,24.85
48.77,1019.4,62.1,34.1,Urban,162.74
24.6,2121.9,21,40,Highway,25.74
39.61,2678,28.8,34.9,Urban,35.79
52.82,2370.8,69.8,,Urban,111.91
70.59,2671.9,58.7,18.7,Urban,76.78
8.73,1841.4,41.9,42.3,Urban,4.25
80.94,2379.7,50,23.3,Urban,95.84
64.65,850.2,74.3,21.7,Urban,303.92
12.77,1370.7,57.9,39.5,Urban,24.66
87.99,1473.9,43.9,44.4,Urban,157.34
92.48,1778.2,27.2,,Urban,97.68
10.8,2822.7,37.6,33.7,Highway,5.71
31.3,2685.7,78.7,24.6,Highway,78.7
81.59,836.3,46.2,15.6,Urban,220.48
76.08,932,48.3,20.8,Urban,220.88
22.53,1394.1,49.9,32.5,Urban,69.11
24.89,1226.9,73,,Urban,102.75
40.19,2036.9,56.2,41.5,Urban,74.3
51.03,2756.9,61.6,20.6,Urban,65.95
63.73,2905.7,43.4,30.7,Urban,47.99
40.05,2134,21.7,30.4,Rural,51.68
48.94,2595.4,75.9,33.1,Urban,83.08
76.01,1813,76.9,24.8,Rural,330.09
8.48,1020.8,76.9,41.2,Rural,39.25
28.98,1811.7,76.6,28.3,Rural,112.56
72.77,1887.7,68.9,36,Rural,248.64
90.04,2356.1,61.1,34.1,Urban,141.9
53.61,1049.7,70.7,18.5,Urban,203.49
55.55,1420.8,56,33.7,Urban,126.7
15.18,1410.1,28.1,31.5,Urban,42.31
47.5,2898.6,43.5,42,Urban,15.93
55.6,1609.9,,41.4,Rural,222.44
28.03,2387.7,41.1,19.5,Urban,42.55
30.58,2377,72.1,17.5,Urban,45.17
40.84,1163.9,25.6,23.8,Highway,105.86
6.91,1929.7,40.1,44.6,Urban,26.97
35.6,2735.8,41.1,15.6,Urban,46.46
25.09,1688,23.1,35.2,Urban,19.1
36.11,2862.8,27.1,33.3,Rural,18.94
16.38,1036.1,31.6,34.4,Highway,44.18
89.6,685.4,70.3,21.5,Highway,712.67
61.39,2728.6,23.8,21.8,Urban,40.26
69.51,2619.2,37.9,27.9,Rural,61.11
79.97,2981.5,,17.9,Urban,26.32
,2198.5,61.7,17.2,Highway,159.54
13.26,2841.7,57.2,,Rural,29.11
56.03,2567.4,58.7,32.2,Highway,131.76
60.75,2611.1,42.5,26.9,Highway,89.74
75.82,1922.9,32.5,23.8,Urban,94.88
46.01,1455.9,,24.5,Urban,156.78
17.12,2836.4,68.7,21.2,Rural,34.86
31.96,1580.3,28.3,27.3,Urban,17.68
39.49,1847,49.2,21.1,Rural,111.77
66.36,1615.3,34.9,35.9,Highway,178.51
59.22,1912,30.1,,Urban,68.86
38.83,1676.3,64.1,43.4,Highway,163.83
98.72,619.9,52.3,17.7,Urban,357.4
62.55,2705.1,33,43.3,Urban,35.73
27.54,1611,38.6,40,Urban,50.81
14.67,1972.4,78,35.4,Urban,39.28
19.52,848,70.9,42.4,Rural,100.53
28.37,508.5,72.8,19.2,Urban,138.89
20.26,1113.2,,20.3,Highway,93.13
22.72,2261.5,57.4,22.6,Urban,58.28
32.08,748,42.6,22.3,Highway,143.45
21.47,2772.2,24.7,24.3,Highway,22.14
90.19,1037.6,44.1,32.3,Urban,230.18
12.62,1011.5,55.6,15.8,Rural,67.6
54.83,953.8,37.2,26.5,Rural,187.15
43.99,535,70.9,,Highway,366.05
98.33,2429.5,29.1,33.2,Rural,87.99
15.64,2687.6,42,44.6,Highway,12.68
42.8,2035.4,27.5,30.5,Rural,49.46
97.1,970.5,44.3,27.8,Urban,260.42
87.22,1213.2,22.4,26,Urban,114.05
82.62,1689.8,36.4,38.5,Rural,148.45
29.5,2885.9,44,,Urban,11.27
21.23,1118.4,48.7,43.8,Urban,42.08
68.52,2329.1,52.6,27.5,Urban,107.79
93.29,1598.6,,24.4,Urban,160.25
57.89,1244.6,51.4,44.2,Urban,133.15
59.3,1639.8,50.5,43.1,Highway,181.68
31.6,678,39,34.3,Rural,89.11
78.1,2496.7,69.8,15.6,Urban,140.2
22.77,1108.3,52.7,,Highway,101.75
35.75,2313.5,39.9,25.1,Urban,69.37
45.42,670.9,76.8,26.6,Urban,250.5
53.22,2887.7,70.7,19.8,Highway,109.3
28.03,982.5,79,30.7,Rural,185.17
,2706.9,61.5,37.3,Urban,18.6
63.01,2523.7,42.7,23.2,Urban,58.51
32.42,2919.6,36.9,43.2,Urban,4.43
60.22,1694.7,59.8,20.8,Rural,218.8
19.66,2318.5,78.8,17,Urban,44.75
50.71,1426.8,57.6,34.3,Urban,143.48
55.6,960.9,72.9,40.5,Rural,298.03
9.92,1607.7,39.7,43.6,Highway,28.84
36.98,914.4,44.4,38,Rural,118.4
17.77,2955.1,74.4,21,Rural,33.18
11.02,740.6,65.4,44.3,Urban,38.14
99.05,1973,78.9,42.6,Highway,410.63
35.62,2066.2,66.5,19.9,Urban,87.75
81.94,1845.2,46.9,,Rural,196.97
29.19,2155.5,51.9,31.7,Urban,29.33
69.74,790.5,,28.3,Highway,573.81
,1887.5,53.1,44.5,Urban,145.61
61.59,1218,35.3,16.8,Urban,95.55
49.8,2850.4,46.1,33.8,Urban,23.57
44.12,2405.2,51,21.2,Highway,118.98
38.14,2931.3,25.8,30.8,Urban,15.5
93.31,593.9,64.6,38.4,Urban,379.29
83.91,1212.8,26.6,22.4,Urban,120.04
96.68,988.6,44.3,26.8,Urban,253.76
16.81,527.9,68.3,43.5,Highway,113.93
74.43,1105.8,48.1,37.8,Urban,196.6
94.14,2196.9,70.5,32.2,Urban,200.49
22.22,1077.7,40.5,21.7,Highway,93.93
11.32,1772.5,77.5,,Highway,79.04
75.41,2719.5,32.6,38.2,Highway,63.59
59.57,2234.4,22.3,39.6,Rural,50.89
84.97,1486.6,72.3,22.3,Urban,310.92
18.28,1431.2,65.1,34.9,Rural,64.61
80.55,1639.3,33.9,17.9,Highway,198.45
24.15,942.6,79.1,15.7,Highway,203.35
20.55,2085,50.1,31.5,Highway,53.35
20.61,1410.4,77.1,21.7,Urban,90.96
82.38,2630.9,50.3,17.4,Urban,81.78
68.19,2391.4,48.3,36.9,Highway,152.03
54.69,2026.3,46.9,29.9,Urban,73.41
39.09,1410.5,40.1,38.9,Highway,118.15
88.33,1024.8,52,34.9,Highway,412.02
42.28,2440.4,47.2,36.9,Urban,39.56
82.58,1716,22.2,24.2,Urban,74.04
46.72,1061.9,35.6,22.9,Urban,96.58
40.81,987.9,32.8,33,Urban,65.46
48.95,913.5,72,21,Urban,218.06
33.63,2442.9,55.9,39.5,Urban,47.08
76.02,1072.5,65.8,30.7,Urban,270.94
,1816.6,77.4,21.8,Urban,160.01
27.06,1628.9,58.6,33.8,Urban,93.06
90.46,1949,79,43.4,Rural,304.78
41.47,2692.9,38.7,17.5,Rural,21.76
56.64,2669.4,31.2,18.3,Urban,20.23
91.11,1627.7,44.2,40.3,Urban,161.92
64.3,538.4,48.2,18.3,Urban,215.1
16.11,1566.1,73.7,16.2,Urban,46.48
94.28,2015.5,53.6,25.4,Highway,333.26
64.63,1894.4,37.5,29,Urban,119.58
36.82,2128.3,64.6,32.1,Urban,73.13
18.23,885.2,50.3,30.2,Rural,84.5
,2116.3,29.7,42.4,Rural,100.24
63.91,956.6,54.6,38.1,Rural,267.64
55.68,2376.3,74.7,44.5,Urban,87.66
89.92,1347.7,70.6,29.3,Rural,455.26
79.92,2274.7,55.2,17.5,Highway,207.65
19.41,619.7,42.6,43.7,Highway,84.9
34.61,1519.7,25.2,15.1,Rural,51.89
28.61,2262.6,48.2,38.3,Rural,47.92
75.67,1067.2,65.1,15.9,Highway,456.69
8.19,2488.2,41.6,37.8,Urban,-4.34
59.14,2076.9,34.1,43.1,Urban,39.05
77.43,1968.9,75.9,26.7,Highway,366.42
88.29,1383.9,69.3,22.2,Rural,410.69
37.5,1706.1,58.3,21.8,Highway,163.66
83.02,1993.4,28.2,29.8,Urban,88.29
15.51,1681.2,28.7,20.1,Urban,19.38
85.41,2245.8,26.2,35.2,Urban,77.82
17.11,1584.2,57,26.1,Rural,61.53
42.74,1005.7,26.9,24.7,Urban,56.9
80.74,1034.8,70.6,28.8,Highway,561.02
19.24,514.5,79.6,31.3,Rural,154.52
26.78,1252.4,42,19.3,Urban,40.76
73.61,2372.3,47.2,36.2,Rural,115.03
73.4,2485.4,62.7,41.5,Rural,135.72
65.91,1006.2,76.2,23.3,Urban,334.32
70.93,2897.6,73.6,20.4,Urban,87.09
56.56,1756,,37.8,Highway,85.55
28.92,2792.4,30.1,20.5,Urban,19.91
37.84,2266.9,65.3,16.2,Highway,96.81
22.25,2306.1,61.3,33.6,Highway,51.52
91.3,712.6,,,Urban,179.66
60.42,1050,50.1,20.2,Urban,178.12
43.08,522,66.8,44.4,Urban,175.57
,2290.3,33.1,23.8,Urban,48.69
94.99,1361.1,72.3,42.1,Highway,507.35
19.57,2466.6,23.2,20.3,Highway,19.66
60.69,1347.3,66.9,,Urban,176.05
53.06,2548.3,56.9,30.1,Highway,111.33
63.09,826.7,38.9,17.4,Urban,139.11
6.72,933.4,63.3,37,Rural,25.83
87.85,1352.2,66.9,41.8,Urban,274.52
93.55,1521.2,76,19.9,Urban,331.98
58.69,1371.8,42.1,36.8,Highway,199.21
71.18,2409.1,61.2,28.4,Highway,192.43
,742.4,56.2,37.6,Urban,309.85
72.19,1378,,36.4,Urban,164.66
19.49,2593.1,73.4,15.8,Urban,25.45
,667,20.2,20.4,Urban,83.38
62.64,2855.9,36.9,29.1,Urban,41.5
45.29,2965.8,52.3,43,Highway,44.46
74.96,721.4,30.7,25.3,Rural,219
93.76,1228.2,74.5,33.9,Highway,587.15
92.93,1431,58.9,15.4,Urban,264.61
47.83,2441,48.7,36.3,Rural,61.65
15.76,1989.8,68.9,33.1,Urban,47.51
98.56,2110.9,47.1,36.5,Urban,147.7
84.7,2393.8,53.5,42.1,Highway,154.44
16.84,794.9,20.2,19.4,Urban,29.09
92.48,2583,41.9,22.8,Urban,96.83
87.64,2264,28.3,,Urban,73.97
54.29,1943.4,61.4,19.7,Urban,115.16
61.17,2724.3,,36.6,Urban,52.86
42.91,2250.8,38.1,36.8,Highway,82
10.2,1004.2,48.1,35.5,Urban,34.76
36.84,1574.4,32.6,21.8,Urban,60.06
81.27,1735.1,75.5,21.5,Urban,256.99
5.44,638,,35,Rural,20.72
36.68,2886.6,71.9,20.6,Urban,48.6
42.83,821.4,50.7,34.8,Urban,129.62
56.05,2243.7,,29.8,Highway,151.65
92.39,1765.6,38.2,26.6,Urban,143.3
37.9,564.1,78,24,Urban,228.46
37.96,2811.9,36.9,43.4,Highway,42.28
75.06,2629.6,55.3,30.2,Urban,85.42
,1810.6,79.6,31.8,Urban,148.28
26.34,1072.4,72.9,43.5,Urban,77.3
47.98,804.1,52.2,34.6,Urban,151.75
18.38,1408.5,79.4,,Rural,70.81
,1138.6,62.1,18.2,Urban,75.94
52.34,1766.7,32.5,40.4,Urban,74.21
44.8,2916,44.3,25.1,Rural,28.79
91.91,1937.4,40.1,39.3,Urban,125.77
39.43,2724.8,40.6,40.7,Urban,36.13
60.16,2127.2,65.6,23.1,Highway,223.65
65.07,1688.1,55.1,27.3,Highway,259.21
6.24,2636.5,22.3,36.8,Highway,4.52
68.04,1678.4,72.6,18,Urban,218.78
,2671.6,37.8,37.7,Rural,22.59
96.3,1228.9,79.8,18.3,Urban,407.05
19.12,822,77.3,42.4,Urban,93.29
44.39,2638.3,76.4,23.3,Urban,76.97
13.11,1968.5,68.7,32.3,Highway,41.25
,2722.7,33.2,18.5,Highway,106.55
52.71,2844.6,52,23.1,Highway,82.92
61.56,634.1,33.5,27.1,Highway,228.72
11.37,1752.4,35.6,29.6,Urban,-5.82
76.25,1437.4,56.7,15,Urban,190.22
24.94,2064.6,22.5,41.7,Highway,26.93
90.32,2484,78.2,15.2,Urban,171.92
,1201.5,75.1,38.2,Urban,82.83
23.12,1892,42.8,29.1,Rural,56.42
8.47,2271.8,50.9,30.7,Highway,-8.12
49.85,836.1,48,21.2,Urban,155.1
58.66,2535.2,72.9,,Highway,153.74
11.24,2015.3,61.3,31.1,Highway,61.01
78.68,2873.8,36.7,19.9,Urban,23.98
48.06,1348.8,46.8,,Urban,117.31
54.82,770.4,45.7,17,Urban,138.3
46.87,1766.3,77.6,,Urban,139.53
43.07,714.5,30.5,15.4,Urban,65.68
58.17,2923.8,25.4,21.6,Rural,50.42
19.75,596.7,72.8,35.4,Urban,89.95
22.28,2383.8,73.8,24.5,Rural,58.76
86.87,1812.8,72.3,25.3,Urban,263.7
94.88,1421.6,50.7,19,Urban,223.63
40.46,664.6,59.6,32.3,Rural,221.83
30.72,2055.4,,25.3,Urban,65.91
66.18,1963.1,24.2,35.3,Rural,82.78
43.83,1202.2,55.8,37.2,Urban,111.17
7.41,2775.6,20.8,32.5,Rural,14.8
,1260.3,,23.3,Urban,53.31
73.02,1624.3,75.9,30.3,Urban,243.79
67.6,1859.4,38.2,22.6,Highway,181.24
7.57,750.6,76.4,42.1,Highway,57.65
26.09,2830.4,35,38,Urban,-2.64
26.95,1436.3,38.9,29.8,Rural,66.83
68.83,701.9,57.7,44,Highway,370.24
6.87,1468.2,65.7,31.4,Urban,22.31
14.89,2000.5,,24.9,Urban,38.15
80.99,1784.1,,17.9,Urban,218.88
21.96,2236.4,22.4,31.3,Urban,10.12
67.01,638.7,75.3,40.8,Urban,295.7
27.63,1211.4,31.8,41,Highway,62.59
14.45,2548.1,73.1,33.1,Highway,30.27
28.1,699.7,,26.8,Urban,85.87
,2638.7,70,34.5,Urban,105.66
86.29,729.7,60.3,37.9,Rural,421.99
83.87,2586.1,30.6,27.3,Urban,59.14
,1402,75.1,29.3,Urban,167.29
,2030.5,34.7,35.4,Highway,154.15
24.47,882.2,34.6,41.3,Highway,78.66
32.85,665.4,68.9,38.7,Rural,194.77
90.15,1039.8,26.4,15.7,Rural,186.66
6.24,819.6,33.3,18.7,Rural,35.17
13.12,1281,50.2,40.6,Urban,36.44
24.75,1786,69.8,40,Urban,54.48
7.52,1971.9,28.8,26.7,Highway,16.6
22.24,2474.7,52.9,32.5,Urban,30.41
60.39,2140.6,62.7,42.2,Urban,114.7
45.04,2021.9,71.6,42.3,Urban,89.82
89.8,1529.5,76.1,38.5,Urban,303.86
82.66,1684.5,67.1,,Urban,242.48
37.47,1536.3,59.2,36.9,Urban,104.33
29.65,2605.4,46,18,Urban,31.47
41.07,1075,26.7,41.8,Rural,74.97
61.08,514.3,62.6,19.5,Highway,451.85
30.47,2128.3,79.6,34.9,Rural,106.64
64.29,1006.2,64.2,33.3,Urban,255.55
43.89,2725.3,21,38.3,Urban,-4.7
57.44,2647.6,49.8,31.5,Urban,62.4
46.43,691.8,56.9,16.8,Highway,284.21
32.97,766,61.4,36.2,Rural,162.05
95.1,1737.9,63.2,26.5,Urban,237.17
77.54,2023.1,,24.6,Rural,209.21
18.31,1187.3,33.4,44.8,Highway,46.01
87.5,2292,76.5,32.7,Urban,178.24
51.31,1987.3,61.8,36.3,Highway,177.7
89.98,1312.1,34.2,30.8,Highway,261.34
,563.4,39.3,38.1,Urban,185.64
45.4,2375.4,75.3,37.6,Urban,84.89
7.13,1036.9,73.2,34.7,Highway,54.17
,2586.2,44.3,44.9,Highway,35.74
56.46,1550.7,22.3,28.8,Urban,61.64
65.18,1942.7,22.9,36.2,Rural,69.89
29.5,2682.4,37,38.9,Urban,29.66
18.24,2659.1,57.7,26.3,Urban,20.8
84.32,1428.8,55.1,28.7,Urban,239.68
98.52,1022.2,58,44.1,Rural,378.68
54.94,2437.9,63,16,Highway,159.06
21.31,1582.7,21.1,25.1,Highway,31.52
30.87,980.1,26.3,29.6,Rural,58.21
6.75,2761.1,41.6,15,Highway,6.78
91.86,995.3,29.3,42,Urban,132.6
16.19,564.5,24.5,23.6,Highway,35.35
59.77,550.7,58.5,22.7,Highway,427.08
31.04,2055.8,68.9,39.6,Urban,35.32
57.65,2154.2,65.2,23.3,Urban,117.14
66.88,1277.6,69,34.7,Highway,372.46
83.83,1300,60,39.6,Urban,237.67
24.61,1348.7,64.1,38.8,Urban,51.24
6.04,2200.4,36.3,38.5,Highway,15.75
18,645.3,79.6,17.7,Rural,132.95
90.5,2822.8,31,17.4,Urban,27.56
88.02,1056.3,,24.2,Urban,177.41
61.75,2999.2,37.3,16.1,Highway,48.94
62.05,928.8,78.5,30,Highway,505.15
68.18,2428.9,79.3,26.8,Rural,174.87
,1058.5,67.7,31.7,Highway,123.08
91.87,702.1,57.7,24,Highway,626.82
44.78,2687.3,51.2,29.6,Rural,51.03
41.4,2646.9,78.2,25,Urban,63.77
54.3,1508.9,61.7,20.9,Urban,166.26
9.46,2256,76.7,34.5,Highway,22.34
20.8,1892.7,39,35.2,Urban,26.61
75.11,2632.4,40,39.9,Urban,64.37
12.87,1287.6,,41.2,Urban,28.32
62.3,1809.2,29,36.1,Highway,108.15
28.31,1713.4,76.8,35.6,Rural,104.49
41.98,1384.8,50.4,16.7,Urban,94.86
32.43,2728.6,75.6,18.3,Highway,85.38
38.79,914.7,,39.4,Urban,100.32
73.31,873.8,63,22,Highway,492.8
33.23,1942.3,49,25.7,Highway,110.26
58.81,2143.7,57.6,19.4,Rural,149.62
50.22,986.5,50.3,20.9,Urban,145.5
68.05,1476.8,78,38.3,Urban,235.15
94,2866.4,61.5,22.9,Urban,76.69
74.59,1116.5,35.1,28.5,Highway,241.32
25.42,2170.9,74.6,19.6,Rural,78.61
7.96,2350.4,37.6,35.3,Rural,-0.32
29.92,1620.3,42.3,36.8,Urban,39.73
61.53,2843.8,26.1,25.9,Rural,27.69
9.89,2341.6,74,38.5,Urban,29.8
52.15,1644.8,37.2,22.2,Urban,103.03
61.7,1923.3,35.5,35.8,Rural,102.36
,2231.5,75.2,36.9,Urban,83.03
78.24,1980.5,68.3,44.1,Urban,158.59
15.13,2696.7,28.5,22,Urban,-12.26
12.14,1392.2,66.2,17.8,Urban,30.36
74.18,1249.7,74.8,22.9,Urban,302.52
52.07,1034.6,24.7,18.7,Rural,100.45
70.4,594.5,69.5,20.1,Urban,336.98
46.31,607.5,52.8,25,Urban,174
28.41,2675.1,60.2,27.4,Urban,28.68
82.81,2196,49.6,,Highway,188.44
80.94,2151.3,61.9,20.9,Highway,256.37
,2036.6,22,44.2,Rural,69.59
30.85,2623,65.8,39.3,Rural,44.99
61.07,1700.7,22,41.4,Urban,71.2
39.29,2676,47.3,42.9,Rural,38.75
13.7,1398.6,29.1,37.6,Urban,13.5
92.14,2816.8,69.4,38.7,Urban,88.63
18,2246.6,38.8,,Highway,30.64
95.27,1142.9,47.2,,Urban,257.01
47.37,1910.2,45.7,43,Urban,70.13
22.59,1832.6,66.4,26.3,Rural,92.16
56.48,844.7,48.9,16.3,Highway,283.63
87.93,1978.1,67.3,37.9,Urban,196.42
74.56,1287,24.4,32.2,Highway,159.4
81.62,630.9,31.5,39.4,Rural,222.44
67.58,2871.6,53.1,17.3,Rural,75.95
70.77,2103.7,76.8,33.6,Highway,291.82
85.67,2692.3,24.5,22.4,Highway,73.03
28.72,2190.1,22.6,42.1,Highway,17.84
51.5,1392.5,29.4,18.3,Highway,149.77
26.01,1781.7,58.5,40.3,Highway,97.55
98.83,2189.4,43.9,,Highway,225.91
94.69,2900.6,69.5,15.8,Urban,89.26
8.75,1134.2,24.3,22.1,Rural,-6.69
72.03,2687.4,31.8,25,Urban,43.88
92.9,2810.2,38,33.8,Urban,56.28
22.15,2176,57.6,19,Highway,57.93
58.95,2828.2,61.1,28.1,Urban,50.3
91.97,1494.7,27.5,21.1,Highway,199.69
8.22,2882.5,76.6,40.7,Urban,15.91
71.25,2257,40.5,16.3,Highway,149.01
33.25,605,62.8,25.7,Rural,201.8
92.82,2767.2,51.5,33.9,Highway,127.29
97.25,1711.2,,42.4,Urban,116.36
94.71,1650.8,70.8,41,Rural,348.19
50.05,1916.2,69.1,,Urban,115.98
86.89,873.5,43.8,16.9,Urban,234.01
85.23,1672.9,,40.2,Urban,178.17
35.31,2577.8,35.5,38.4,Rural,38.66
83.75,538.7,61.4,42.1,Urban,320.1
8.52,1182.3,38.5,24.3,Highway,27.5
61.65,506.1,70.6,42.4,Urban,251.89
26.85,1539.3,33,27.1,Urban,33.67
16.45,2320.8,20.9,34,Rural,27.97
12.31,2496.9,36.1,27.7,Highway,1.14
71.15,2863,31.5,27.8,Highway,71
37.29,2021.3,,31.4,Urban,47.87
73.85,1136.6,32.2,25.7,Highway,224.8
11.21,2810.4,65.8,38.8,Rural,10.87
34.95,2438.3,,34,Urban,46.95
56.25,1936.1,62.4,35.7,Highway,204.51
80.12,2239.1,54.7,21.9,Rural,176.35
35.28,2810.8,,44.1,Rural,42.58
64.46,2281,80,34.8,Urban,146.97
89.17,1420.9,72.2,20.9,Highway,529.73
63.51,2282.6,65.6,37.5,Highway,182.63
27.13,600.7,43.2,20.2,Urban,77.29
7.32,1466,65.2,16.9,Highway,44.37
87.66,1515.8,77.4,30.8,Rural,430.34
7.02,917.1,21.4,31.6,Rural,3.18
88.1,557.7,52.3,20.7,Rural,426.2
55.25,833.5,33.1,25.5,Urban,114.04
94.21,2136.6,53.5,43.4,Rural,188.75
80.88,2505.7,48,23.6,Highway,167.65
99.8,2970.5,54.5,19.7,Urban,70.15
38.32,1365.9,53.1,44.8,Highway,123.2
77.88,1998.4,77.6,24.1,Rural,307.37
43.18,2842.9,53.1,,Urban,20.26
50.59,917.6,70.8,21.9,Rural,291.61
64.61,2294.1,39.2,31.5,Rural,97.17
88,2387.4,46.3,26.6,Urban,110.68
98.49,722.4,48.2,43.8,Rural,365.62
77.99,2653.1,,28,Rural,72.27
44.69,2532.8,42.8,,Urban,33.11
45.03,583.5,55.9,43.3,Urban,146.83
75.07,727.7,54.8,44.7,Urban,238.72
27.68,622.8,58.2,18,Urban,114.06
15.5,1336.9,41.1,40,Highway,49.68
38.69,1773.2,38.9,26.5,Urban,77.26
32.29,1830.9,56.7,32.8,Rural,105.37
33.15,1169.2,28,26.3,Rural,79.06
27.19,2779,35.2,27,Urban,5.13
9,1420.7,22.5,19.8,Highway,24.46
6.7,613.9,24.4,32.2,Highway,16.22
98.83,1250.6,34.6,31.4,Highway,296.03
45.64,1827.8,21.2,20.7,Urban,31.88
41.51,1520.6,34.7,31.3,Urban,65.07
69.57,1184.6,59.3,44.2,Urban,186.7
25.73,828.3,23.7,36.4,Urban,37.78
95.25,2547.9,46.2,29.4,Rural,131.78
79.7,2990.4,74.8,42.5,Urban,64.86
13.49,1323.9,67.5,32.3,Urban,51.45
44.67,1454.1,38.3,,Highway,134.3
88.52,2045.1,75.5,31.4,Urban,220.16
94.75,2296.1,,20.4,Urban,88.21
49.4,1480.1,24.4,38,Highway,95.96
63.27,2762.3,79.6,44,Highway,126.18
20.87,1900,72.2,25.8,Urban,58.03
99.16,1626,48,28,Urban,228.02
,2116.7,60,27.6,Urban,41.7
94.56,2882,60.3,,Highway,145.33
66.72,2486.4,31.7,38.8,Highway,67.36
62.73,600,32,33.5,Urban,139.72
53.71,1330.8,48.2,16.9,Urban,106.76
26.91,1676.4,74.7,40.2,Highway,137.56
21.77,1286.3,20.6,20.6,Rural,39.26
25.95,2250.5,67,44.4,Rural,49.14
22.71,2565.7,23.5,26.3,Urban,12.97
79.06,2328.4,48.7,33.5,Highway,162.96
38.26,2973.3,58.3,17.3,Highway,49.46
10.5,1181.4,61.2,25.3,Rural,57.72
97.06,2687.5,23.5,39.1,Rural,43.01
88.96,2416.6,45.1,29.3,Urban,91.03
93.14,1405.4,55,42.1,Urban,233.34
99.52,2335.3,24,32.3,Urban,83.88
21.52,760.2,28.1,42.9,Urban,38.95
42.64,2473.3,59.8,44.5,Rural,75.93
77.03,1830.8,51.3,28.6,Urban,155.65
71.12,1230.7,29.7,32,Urban,113.25
19.62,2139.4,52.1,40,Rural,42.91
82.5,2104,74.8,21.6,Urban,206.22
26.32,1023.7,20.9,40.8,Urban,42.17
26.26,576,58.6,32.8,Urban,105.48
,1584.1,24.4,36.8,Highway,99.28
61.33,1923.8,20.4,17.4,Urban,43.93
60.11,2691.5,29,38,Urban,30.05
13.69,2820.5,45.4,24.3,Urban,22.67
88.36,1822,68.1,39.2,Highway,362.43
30.23,2384.5,,30.3,Urban,31.15
17.3,1598.3,57.5,,Rural,63.74
89.43,2365.2,44.7,,Urban,88.67
95.79,1012,34.1,,Urban,162.68
86.9,1427.7,50.9,44.6,Highway,322.79
81.9,2085.6,67.8,25.9,Urban,205.26
67.25,545.4,69.9,34.5,Urban,326.73
57.33,2306.2,70.8,33.3,Highway,174.42
13.26,2588.8,40.3,,Urban,25.33
43.8,1497.9,67.6,16.1,Highway,244.68
40.41,1619.9,32.7,23.8,Urban,71.81
29.68,2628.2,64.3,42.3,Rural,62.34
73.72,2439.1,76.9,,Rural,203.04
52.11,1220.4,20.8,43.8,Urban,41.69
12.7,1309.9,46.4,21.4,Highway,56.91
25.92,2197.2,58.9,44.9,Urban,29.63
69.91,1908,62.1,35.9,Rural,199.3
12.23,905.6,30.6,,Urban,24.21
85.86,1274.8,78.3,26.9,Highway,613.3
52.04,2750,56.9,42.2,Highway,81.25
50.66,2220.4,29.9,31.4,Urban,27.43
61.28,2964.9,21.2,,Urban,14.03
83.34,2417.5,67,17.8,Urban,145.72
38.04,2854.9,24.8,34,Rural,25.94
69.41,1040.5,28.5,41.4,Urban,109.82
,2428.7,54.5,20.3,Highway,138.7
30.37,550.5,56.2,37.1,Urban,106.83
88.47,2176.9,61.2,15.8,Urban,167.63
80.76,1673.2,43.6,42.8,Highway,217.31
67.55,1366.9,66.4,44.5,Rural,265.74
85.81,2656,78.5,25.6,Highway,239.74
87.39,2635.7,36.3,18.2,Highway,105.86
72.29,555.8,62.2,34.8,Highway,489.85
84.52,2023.8,75.7,15.9,Highway,368.92
71.26,1419.6,61.2,29.5,Urban,222.2
69.61,1539.2,60.9,23.2,Rural,293.12
63.77,2580.1,33.4,29.2,Highway,83.47
76.51,1274.6,52.1,15.5,Highway,340.6
20.07,2857.6,53.8,16.5,Highway,11.79
88.68,949.1,62,15.5,Urban,320.43
87.83,2156.8,79.8,33.6,Urban,211.95
7.78,2180.3,22,31.8,Urban,13.53
83.45,1130.5,23.9,22,Highway,194.35
17.24,1311.9,24.7,34.4,Urban,30.96
36.84,2587,64.6,41.5,Urban,66.68
75.63,2404.5,,23.3,Rural,68.57
,1322.7,57.3,40,Highway,99.03
,1834.9,39.5,34.9,Urban,129.37
84.05,654.2,47.4,16,Highway,449.68
53.21,1021.9,32.9,26.3,Urban,114.1
5.61,1714.6,72,30.2,Highway,34.5
32.27,714.9,55.2,37,Highway,190.42
,2608.3,76.7,23.6,Urban,116.45
98.21,2295,54.5,44.5,Urban,144.34
65.02,2859.1,27.4,35.5,Urban,17.35
